iter	RMSE
640	12203.83101
641	12191.28211
642	12183.57533
643	12175.03011
644	12167.52183
645	12157.01039
646	12142.89033
647	12131.56334
648	12123.9359
649	12119.92348
650	12109.00898
651	12100.7868
652	12083.35539
653	12082.51146
654	12078.5149
655	12069.78929
656	12058.32768
657	12055.12816
658	12045.51395
659	12036.50224
660	12032.38959
661	12022.28906
662	12019.44744
663	12004.83448
664	11993.91387
665	11986.34662
666	11982.44568
667	11981.76835
668	11981.18206
669	11980.70097
670	11966.68693
671	11961.60226
672	11954.56686
673	11936.07345
674	11929.05328
675	11915.20672
676	11914.75604
677	11900.85329
678	11892.40668
679	11878.20672
680	11875.50624
681	11868.25717
682	11859.82313
683	11859.34535
684	11850.4387
685	11836.31056
686	11818.60644
687	11803.66448
688	11795.10515
689	11775.14652
690	11769.2679
691	11762.23343
692	11742.48351
693	11742.02856
694	11724.8014
695	11709.43271
696	11704.39885
697	11696.74298
698	11683.82452
699	11678.48984
700	11665.34299
701	11655.94783
702	11650.53973
703	11638.1211
704	11632.66861
705	11621.40216
706	11611.61669
707	11601.95253
708	11590.28794
709	11577.38858
710	11563.41194
711	11554.12588
712	11549.5691
713	11535.98918
714	11527.80157
715	11519.96341
716	11519.42339
717	11512.82707
718	11509.40368
719	11501.01855
720	11500.56299
721	11492.49419
722	11492.0651
723	11481.45255
724	11476.99011
725	11468.76245
726	11468.33072
727	11464.19566
728	11455.01953
729	11439.77797
730	11432.9883
731	11429.17996
732	11420.54087
733	11410.76026
734	11395.84724
735	11384.03247
736	11374.04357
737	11361.71829
738	11352.06633
739	11341.50752
740	11333.51693
741	11333.08186
742	11321.57391
743	11309.35522
744	11308.91919
745	11296.06604
746	11288.45902
747	11280.1759
748	11279.8175
749	11269.65199
750	11257.35462
751	11244.9365
752	11231.28799
753	11219.30417
754	11208.38406
755	11190.8103
756	11184.91664
757	11174.64233
758	11174.24613
759	11165.63098
760	11156.05864
761	11146.16205
762	11134.54212
763	11123.87473
764	11116.8658
765	11108.43801
766	11095.8558
767	11088.22713
768	11075.81451
769	11075.43352
770	11066.35083
771	11050.79416
772	11043.60201
773	11042.88939
774	11031.04991
775	11020.08415
776	11017.15765
777	11009.27969
778	10998.66944
779	10998.31087
780	10983.19896
781	10982.85278
782	10982.51971
783	10972.8452
784	10963.13791
785	10953.93228
786	10953.62698
787	10945.44016
788	10932.9591
789	10924.07002
790	10916.89536
791	10898.38904
792	10887.64095
793	10878.56667
794	10876.02023
795	10875.68134
796	10868.48005
797	10859.79752
798	10847.19458
799	10837.04778
800	10832.28801
801	10820.42661
802	10817.9318
803	10811.00321
804	10805.73367
805	10802.59049
806	10790.08925
807	10777.01785
808	10768.06181
809	10757.74398
810	10750.63751
811	10741.92051
812	10741.39984
813	10738.56192
814	10732.51927
815	10719.42112
816	10719.0721
817	10710.35217
818	10710.03315
819	10705.77225
820	10696.28955
821	10692.74259
822	10685.31233
823	10672.85271
824	10672.53867
825	10658.20394
826	10649.17324
827	10634.6296
828	10624.95203
829	10620.21466
830	10618.80304
831	10611.88634
832	10611.61773
833	10606.88453
834	10596.17091
835	10585.28498
836	10570.13954
837	10560.03506
838	10551.58958
839	10550.19582
840	10539.99017
841	10532.19857
842	10527.72696
843	10514.90175
844	10504.32055
845	10496.78172
846	10485.4276
847	10481.7736
848	10475.65257
849	10469.04975
850	10459.10418
851	10458.72735
852	10449.89807
853	10449.52675
854	10443.31548
855	10432.4797
856	10426.08459
857	10418.02347
858	10404.46989
859	10395.11723
860	10393.86547
861	10380.06718
862	10371.78525
863	10370.23499
864	10369.93309
865	10360.04672
866	10351.26491
867	10342.65912
868	10339.84515
869	10337.0106
870	10327.15627
871	10321.97732
872	10309.57945
873	10298.70643
874	10295.95052
875	10290.75173
876	10283.72901
877	10274.87367
878	10271.55391
879	10265.71142
880	10260.29161
881	10254.90099
882	10248.33096
883	10242.25358
884	10235.88538
885	10235.5822
886	10221.46937
887	10219.43905
888	10219.18132
889	10210.48438
890	10203.39264
891	10198.01292
892	10191.55082
893	10182.42087
894	10182.1594
895	10171.05952
896	10163.94485
897	10160.14444
898	10150.5924
899	10145.10736
900	10142.97144
901	10134.90431
902	10129.33646
903	10121.54417
904	10121.30981
905	10115.73737
906	10107.86354
907	10098.90914
908	10098.65073
909	10092.04616
910	10082.62775
911	10077.13375
912	10072.20631
913	10071.94217
914	10061.59567
915	10054.81138
916	10044.57464
917	10044.27073
918	10043.78116
919	10037.34106
920	10037.04273
921	10034.00526
922	10033.7806
923	10027.68942
924	10018.79463
925	10017.12654
926	10006.70322
927	10006.34872
928	9993.431651
929	9985.070465
930	9980.402448
931	9971.629096
932	9965.456722
933	9959.441318
934	9955.497046
935	9948.189919
936	9942.191396
937	9936.400317
938	9932.654381
939	9926.027355
940	9912.976907
941	9909.563008
942	9901.652701
943	9901.409602
944	9892.99856
945	9885.502937
946	9875.284347
947	9870.554267
948	9869.087261
949	9868.872046
950	9862.504616
951	9853.205614
952	9845.304005
953	9841.486753
954	9824.826858
955	9821.37116
956	9811.700262
957	9806.438105
958	9806.209962
959	9798.700978
960	9798.510327
961	9792.334284
962	9787.724318
963	9779.528524
964	9775.363486
965	9771.752289
966	9763.267356
967	9758.369067
968	9752.449263
969	9751.234155
970	9745.57998
971	9741.099532
972	9733.099212
973	9724.725058
974	9716.970801
975	9710.135358
976	9706.497677
977	9697.215348
978	9695.034174
979	9690.987077
980	9682.533631
981	9680.158719
982	9668.439458
983	9663.773807
984	9658.85957
985	9652.622436
986	9651.918736
987	9644.961042
988	9633.37465
989	9625.086632
990	9617.074976
991	9609.063663
992	9598.653653
993	9595.011371
994	9591.68091
995	9583.300505
996	9579.363262
997	9570.027485
998	9567.556796
999	9566.970792
